cid	kmname	str
1058	toenail_plan	toenail plan
1058	toenail_plan	toenail_plan
1059	renal_plan	kidney
1059	renal_plan	nephro
1059	renal_plan	renal plan
1059	renal_plan	nephrology
1059	renal_plan	renal_plan
1059	renal_plan	renal
1060	fluid_electrolyte_nutrition_plan	fluid electrolyte nutrition
1060	fluid_electrolyte_nutrition_plan	fluid electrolyte nutrition plan
1060	fluid_electrolyte_nutrition_plan	fluid_electrolyte_nutrition_plan
1060	fluid_electrolyte_nutrition_plan	FEN
1060	fluid_electrolyte_nutrition_plan	fen
1061	fluid_plan	fluid
1061	fluid_plan	fluid_plan
1061	fluid_plan	IVF
1061	fluid_plan	ivf
1061	fluid_plan	fluids
1061	fluid_plan	fluid
1061	fluid_plan	fluid plan
1062	electrolyte_plan	electrolyte
1062	electrolyte_plan	electrolyte plan
1062	electrolyte_plan	electrolytes
1062	electrolyte_plan	electrolyte
1062	electrolyte_plan	electrolyte_plan
1063	nutrition_plan	nutrition plan
1063	nutrition_plan	nutrition
1063	nutrition_plan	nutrition_plan
1064	findings	findings
1064	findings	finding
1064	findings	findings at surgery
1064	findings	finding at surgery
1064	findings	finding surgery
1064	findings	diagnostic findings
1064	findings	diagnostic finding
1064	findings	finding
1064	findings	indications/findings
1064	findings	indication finding
1064	findings	diagnostic impression
1064	findings	findings
1065	operative_findings	operative_findings
1065	operative_findings	operative findings
1065	operative_findings	operative finding
1066	closing	closing
1066	closing	close
1066	closing	closing
1067	carbon_copy	carbon copy
1067	carbon_copy	copies summary to
1067	carbon_copy	copy summary to
1067	carbon_copy	copy summary
1067	carbon_copy	cc
1067	carbon_copy	carbon_copy
1068	report_status	report_status
1068	report_status	report status
1069	total_time	time spent
1069	total_time	time spend
1069	total_time	total time
1069	total_time	total_time
1069	total_time	Total visit time
1069	total_time	total visit time
1070	critical_care_time	total critical care time with patient
1070	critical_care_time	total critical care time patient
1070	critical_care_time	total critical care time
1070	critical_care_time	critical care time
1070	critical_care_time	critical_care_time
1071	counseling_time	counseling time
1071	counseling_time	counsel time
1071	counseling_time	counseling_time
1071	counseling_time	Time spent in counseling
1071	counseling_time	time spend in counsel
1071	counseling_time	time spend counsel
1072	operative_procedural	operative procedural
1072	operative_procedural	operative
1072	operative_procedural	operative_procedural
1073	estimated_blood_loss	estimated blood loss
1073	estimated_blood_loss	estimate blood loss
1073	estimated_blood_loss	estimated_blood_loss
1074	counts	counts
1074	counts	count
1074	counts	sponge count
1074	counts	counts
1075	type_of_procedure	type of procedure
1075	type_of_procedure	type procedure
1075	type_of_procedure	type of study
1075	type_of_procedure	type study
1075	type_of_procedure	type of procedures
1075	type_of_procedure	type of procedure
1075	type_of_procedure	type procedure
1075	type_of_procedure	type_of_procedure
1076	technique	technique
1076	technique	technique
1077	anesthesia	anesthesia
1077	anesthesia	anesthesia
1078	complications	procedural complications
1078	complications	procedural complication
1078	complications	complications
1078	complications	complication
1078	complications	complications
1079	description	description
1079	description	description
1080	technical_quality	technical_quality
1080	technical_quality	technical quality
1081	addendum	addendum
1081	addendum	addendum
1082	attending_addendum	attending_addendum
1082	attending_addendum	attending addendum
1083	report	report
1083	report	report
1084	references	references
1084	references	reference
1084	references	references
1085	recommended_reading	recommended reading
1085	recommended_reading	recommend reading
1085	recommended_reading	recommended_reading
1086	attestation	attestation
1086	attestation	attestation
1087	house_staff_attestation	house staff attestation
1087	house_staff_attestation	house_staff_attestation
1088	attending_attestation	attending attestation
1088	attending_attestation	attending_attestation
1088	attending_attestation	attending physician attestation
1089	author	author
1089	author	Electronically written and signed by
1089	author	electronically write and sign by
1089	author	electronically write sign
1089	author	signed by
1089	author	sign by
1089	author	sign
1089	author	written by
1089	author	write by
1089	author	write
1089	author	author
1090	data_base	data base
1090	data_base	data_base
1091	consent	Informed consent was obtained for and included
1091	consent	informed consent be obtain for and included
1091	consent	informed consent be obtain included
1091	consent	consent
1091	consent	informed consent
1091	consent	consent
1092	comment	note
1092	comment	comment
1092	comment	comment
1092	comment	additional comments
1093	resuscitation	resuscitation
1093	resuscitation	resuscitation
1094	extremity_and_joint_exam	extremity and joint
1094	extremity_and_joint_exam	extremity joint
1094	extremity_and_joint_exam	extremity_and_joint_exam
1094	extremity_and_joint_exam	Extremities and Joints
1094	extremity_and_joint_exam	extremity and joint
1094	extremity_and_joint_exam	extremity joint
1094	extremity_and_joint_exam	extremity and joint examination
1094	extremity_and_joint_exam	extremity joint examination
1094	extremity_and_joint_exam	extremity and joint exam
1094	extremity_and_joint_exam	extremity joint exam
1094	extremity_and_joint_exam	Extremities and Joints Inspection and Palpation
1094	extremity_and_joint_exam	extremity and joint inspection and palpation
1094	extremity_and_joint_exam	extremity joint inspection palpation
1095	ear_nose_exam	ear and nose
1095	ear_nose_exam	ear nose
1095	ear_nose_exam	ear nose
1095	ear_nose_exam	ear nose examination
1095	ear_nose_exam	ear_nose_exam
1095	ear_nose_exam	ear nose exam
1096	mouth_throat_exam	mouth throat exam
1096	mouth_throat_exam	mouth_throat_exam
1096	mouth_throat_exam	mouth throat
1096	mouth_throat_exam	mouth throat examination
1096	mouth_throat_exam	Mouth And Throat Exam
1096	mouth_throat_exam	mouth and throat exam
1096	mouth_throat_exam	mouth throat exam
1097	hair_nail_exam	hair nail exam
1097	hair_nail_exam	hair nail examination
1097	hair_nail_exam	hair nail
1097	hair_nail_exam	Inspection Hair and Nails
1097	hair_nail_exam	inspection hair and nail
1097	hair_nail_exam	inspection hair nail
1097	hair_nail_exam	hair_nail_exam
1098	insight_judgement	insight_judgement
1098	insight_judgement	insight/judgement
1098	insight_judgement	insight judgement
1098	insight_judgement	insight and judgement
1098	insight_judgement	insight judgement
1098	insight_judgement	insight judgement
1099	appearance_interaction	appearance interaction
1099	appearance_interaction	Appearance and interaction
1099	appearance_interaction	appearance and interaction
1099	appearance_interaction	appearance interaction
1099	appearance_interaction	appearance_interaction
1100	colonoscopy_sigmoidoscopy	colonoscopy sigmoidoscopy
1100	colonoscopy_sigmoidoscopy	Sigmoidoscopy And/Or Colonoscopy
1100	colonoscopy_sigmoidoscopy	sigmoidoscopy and or colonoscopy
1100	colonoscopy_sigmoidoscopy	sigmoidoscopy colonoscopy
1100	colonoscopy_sigmoidoscopy	colonoscopy_sigmoidoscopy
1101	genital_rectal_exam	genital rectal
1101	genital_rectal_exam	gu/rectal
1101	genital_rectal_exam	gu rectal
1101	genital_rectal_exam	genital rectal exam
1101	genital_rectal_exam	genitala/rectal
1101	genital_rectal_exam	genitala rectal
1101	genital_rectal_exam	genital_rectal_exam
1101	genital_rectal_exam	genital rectal examination
1102	hematologic_oncologic_plan	hematologic oncologic
1102	hematologic_oncologic_plan	hematologic and oncologic
1102	hematologic_oncologic_plan	hematologic oncologic
1102	hematologic_oncologic_plan	hematologic_oncologic_plan
1102	hematologic_oncologic_plan	hematologic/oncologic
1102	hematologic_oncologic_plan	hematologic oncologic
1102	hematologic_oncologic_plan	hematologic oncologic plan
1103	hematologic_lymphatic_plan	hematologic lymphatic
1103	hematologic_lymphatic_plan	hem/lym
1103	hematologic_lymphatic_plan	hem lym
1103	hematologic_lymphatic_plan	heme/lymph
1103	hematologic_lymphatic_plan	heme lymph
1103	hematologic_lymphatic_plan	Hem/Lymp
1103	hematologic_lymphatic_plan	hem lymp
1103	hematologic_lymphatic_plan	hematologic_lymphatic_plan
1103	hematologic_lymphatic_plan	hematologic/lymphatic
1103	hematologic_lymphatic_plan	hematologic lymphatic
1103	hematologic_lymphatic_plan	hematologic lymphatic plan
1104	hematologic_oncologic_review	hematologic_oncologic_review
1104	hematologic_oncologic_review	hematologic oncologic
1104	hematologic_oncologic_review	hematologic and oncologic
1104	hematologic_oncologic_review	hematologic oncologic
1104	hematologic_oncologic_review	hematologic/oncologic
1104	hematologic_oncologic_review	hematologic oncologic
1104	hematologic_oncologic_review	heme/onc
1104	hematologic_oncologic_review	heme onc
1105	hematologic_lymphatic_exam	hematologic lymphatic
1105	hematologic_lymphatic_exam	hem/lym
1105	hematologic_lymphatic_exam	hem lym
1105	hematologic_lymphatic_exam	hematologic_lymphatic_exam
1105	hematologic_lymphatic_exam	hematologic lymphatic examination
1105	hematologic_lymphatic_exam	Hem/Lymp
1105	hematologic_lymphatic_exam	hem lymp
1105	hematologic_lymphatic_exam	hematologic lymphatic exam
1105	hematologic_lymphatic_exam	hematologic/lymphatic
1105	hematologic_lymphatic_exam	hematologic lymphatic
1106	hematologic_oncologic_exam	hematologic oncologic
1106	hematologic_oncologic_exam	hematologic and oncologic
1106	hematologic_oncologic_exam	hematologic oncologic
1106	hematologic_oncologic_exam	hematologic oncologic examination
1106	hematologic_oncologic_exam	hematologic/oncologic
1106	hematologic_oncologic_exam	hematologic oncologic
1106	hematologic_oncologic_exam	hematologic oncologic exam
1106	hematologic_oncologic_exam	hematologic_oncologic_exam
1106	hematologic_oncologic_exam	heme/onc
1106	hematologic_oncologic_exam	heme onc
1107	allergy_lymphatic_review	allergy_lymphatic_review
1107	allergy_lymphatic_review	Allergy/Lym
1107	allergy_lymphatic_review	allergy lym
1107	allergy_lymphatic_review	allergy lymphatic
1108	hematologic_lymphatic_review	hematologic lymphatic
1108	hematologic_lymphatic_review	hem/lym
1108	hematologic_lymphatic_review	hem lym
1108	hematologic_lymphatic_review	lymphatic
1108	hematologic_lymphatic_review	Review of Lymphatic Hematopoeitic and Clotting Symptoms
1108	hematologic_lymphatic_review	review of lymphatic hematopoeitic and clot symptom
1108	hematologic_lymphatic_review	review lymphatic hematopoeitic clot symptom
1108	hematologic_lymphatic_review	heme/lymph
1108	hematologic_lymphatic_review	heme lymph
1108	hematologic_lymphatic_review	Hem/Lymphematologic
1108	hematologic_lymphatic_review	hem lymphematologic
1108	hematologic_lymphatic_review	hematologic_lymphatic_review
1108	hematologic_lymphatic_review	lymphatics
1108	hematologic_lymphatic_review	lymphatic
1108	hematologic_lymphatic_review	hematologic/lymphatic
1108	hematologic_lymphatic_review	hematologic lymphatic
1109	gastrointestinal_genitourinary_exam	gastrointestinal genitourinary exam
1109	gastrointestinal_genitourinary_exam	gastrointestinal and genitourinary
1109	gastrointestinal_genitourinary_exam	gastrointestinal genitourinary
1109	gastrointestinal_genitourinary_exam	gastrointestinal genitourinary
1109	gastrointestinal_genitourinary_exam	gastrointestinal_genitourinary_exam
1109	gastrointestinal_genitourinary_exam	gastrointestinal genitourinary examination
1110	xray_hands_or_feet	xray hands or feet
1110	xray_hands_or_feet	x ray hand or foot
1110	xray_hands_or_feet	x ray hand foot
1110	xray_hands_or_feet	xray_hands_or_feet
1111	hematologic_lymphatic_immunologic_review	hematologic_lymphatic_immunologic_review
1111	hematologic_lymphatic_immunologic_review	hematologic+lymphatic+immunologic system
1111	hematologic_lymphatic_immunologic_review	hematologic lymphatic immunologic system
1111	hematologic_lymphatic_immunologic_review	hematologic lymphatic immunologic
1111	hematologic_lymphatic_immunologic_review	heme/lymph/immune
1111	hematologic_lymphatic_immunologic_review	heme lymph immune
1111	hematologic_lymphatic_immunologic_review	HEME/LYMPH/IMMUNO
1111	hematologic_lymphatic_immunologic_review	heme lymph immuno
1111	hematologic_lymphatic_immunologic_review	Hem/Lym/Imm
1111	hematologic_lymphatic_immunologic_review	hem lym imm
1112	occupational_environmental_history	occupational environmental history
1112	occupational_environmental_history	occupational_environmental_history
1112	occupational_environmental_history	occupational and environmental history
1112	occupational_environmental_history	occupational environmental history
1113	ear_nose_mouth_throat_exam	ear nose mouth throat exam
1113	ear_nose_mouth_throat_exam	enmt
1113	ear_nose_mouth_throat_exam	ear nose mouth throat
1113	ear_nose_mouth_throat_exam	ear_nose_mouth_throat_exam
1113	ear_nose_mouth_throat_exam	ear nose mouth throat examination
1114	eye_ear_nose_throat_review	eent
1114	eye_ear_nose_throat_review	eye_ear_nose_throat_review
1114	eye_ear_nose_throat_review	eye ear nose throat
1115	eye_ear_nose_throat_exam	eent
1115	eye_ear_nose_throat_exam	eye_ear_nose_throat_exam
1115	eye_ear_nose_throat_exam	eye ear nose throat
1115	eye_ear_nose_throat_exam	eye ear nose throat exam
1115	eye_ear_nose_throat_exam	eye ear nose throat examination
1116	extremities_hip_exam	extremities hip exam
1116	extremities_hip_exam	extremity hip exam
1116	extremities_hip_exam	Extremities/Hips
1116	extremities_hip_exam	extremity hip
1116	extremities_hip_exam	extremities_hip_exam
1116	extremities_hip_exam	extremities hip
1116	extremities_hip_exam	extremity hip
1116	extremities_hip_exam	extremities hip examination
1116	extremities_hip_exam	extremity hip examination
1117	back_extremity_exam	back_extremity_exam
1117	back_extremity_exam	back extremity
1117	back_extremity_exam	back extremity examination
1117	back_extremity_exam	back extremity exam
1118	past_medical_history_and_physical_examination	past medical history and physical examination
1118	past_medical_history_and_physical_examination	past medical history physical examination
1118	past_medical_history_and_physical_examination	past medical history/physical examination
1118	past_medical_history_and_physical_examination	past medical history physical examination
1118	past_medical_history_and_physical_examination	past_medical_history_and_physical_examination
1119	radiological_cardiological_studies	radiological cardiological studies
1119	radiological_cardiological_studies	radiological cardiological study
1119	radiological_cardiological_studies	PERTINENT RADIOLOGIC/CARDIOVASCULAR STUDIES
1119	radiological_cardiological_studies	pertinent radiologic cardiovascular study
1119	radiological_cardiological_studies	radiological_cardiological_studies
1120	musculoskeletal_extremity_exam	musculoskeletal extremity examination
1120	musculoskeletal_extremity_exam	MUSCULOSKELETAL/EXTREMITIES
1120	musculoskeletal_extremity_exam	musculoskeletal extremity
1120	musculoskeletal_extremity_exam	musculoskeletal_extremity_exam
1120	musculoskeletal_extremity_exam	musculoskeletal extremity exam
1120	musculoskeletal_extremity_exam	musculoskeletal extremity
1121	knowledge_insight	knowledge insight
1121	knowledge_insight	Knowledge/Insight
1121	knowledge_insight	knowledge insight
1121	knowledge_insight	knowledge_insight
1122	livingwill_codestatus	livingwill_codestatus
1122	livingwill_codestatus	livingwill codestatus
1123	head_ent_exam	head ent
1123	head_ent_exam	head ent examination
1123	head_ent_exam	head ent exam
1123	head_ent_exam	head_ent_exam
1123	head_ent_exam	Head/ENT
1123	head_ent_exam	head ent
1123	head_ent_exam	HEAD/EARS/NOSE/MOUTH/THROAT
1123	head_ent_exam	head ear nose mouth throat
